name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,project_map,sprint_map,uniId,id
Phát triển giao diện trang chủ và bố cục chung,MAJOR,"<p>Code HTML và CSS cho trang chủ, header, footer của website.</p>",2025-02-25,2025-03-07,sprint3_project8,TODO,PRACTICE,HTML-CSS,20130224,20130225,Thiết kế layout responsive - Viết CSS cơ bản,MEDIUM,3,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,99d36620-1576-4e19-99fb-c132541b860f,20130224,
Xây dựng module xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API cho chức năng đăng ký, đăng nhập và quản lý token.</p>",2025-02-27,2025-03-09,sprint3_project8,TODO,PRACTICE,NestJs,20130225,21130042,Thiết kế endpoint - Xử lý mã hóa mật khẩu,MEDIUM,3,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,99d36620-1576-4e19-99fb-c132541b860f,20130224,
Phát triển chức năng đăng nhập/đăng ký/phân quyền,MAJOR,"<p>Hiện thực module đăng nhập, đăng ký và quản lý phân quyền cho các vai trò.</p>",2025-03-09,2025-03-13,sprint4_project8,INPROCESS,PRACTICE,NestJs,20130224,20130225,Thiết kế cơ chế authentication - Xử lý quyền truy cập,MEDIUM,4,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,eb648995-761c-42b7-9a55-2e2a8d67acae,20130224,
Xây dựng giao diện đăng nhập/đăng ký (ReactJS),MAJOR,"<p>Thiết kế và code các form đăng nhập, đăng ký sử dụng ReactJS và kết nối API.</p>",2025-03-11,2025-03-15,sprint4_project8,TODO,PRACTICE,ReactJS,20130225,21130042,Thiết kế form - Xử lý validation,MEDIUM,4,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,eb648995-761c-42b7-9a55-2e2a8d67acae,20130224,
Phát triển API quản lý sản phẩm (Backend),MAJOR,"<p>Xây dựng các API RESTful để thêm, sửa, xóa, lấy thông tin sản phẩm quần áo.</p>",2025-03-13,2025-03-17,sprint4_project8,TODO,PRACTICE,NestJs,21130042,20130224,Thiết kế endpoint - Tích hợp database,MEDIUM,4,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,eb648995-761c-42b7-9a55-2e2a8d67acae,20130224,
Xây dựng trang hiển thị sản phẩm theo độ tuổi/giới tính,MAJOR,"<p>Thiết kế và hiện thực trang danh sách quần áo, có lọc theo độ tuổi và giới tính.</p>",2025-03-16,2025-03-25,sprint5_project8,INPROCESS,PRACTICE,ReactJS-NestJs,20130225,21130042,Thiết kế bộ lọc - Tích hợp dữ liệu sản phẩm,MEDIUM,5,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f47550be-910c-44a4-b293-eab3ee6aca92,20130224,
Xây dựng trang chi tiết sản phẩm quần áo,MAJOR,<p>Phát triển trang hiển thị thông tin chi tiết của từng sản phẩm quần áo.</p>,2025-03-18,2025-03-27,sprint5_project8,TODO,PRACTICE,ReactJS,21130042,20130224,Thiết kế layout - Hiển thị thông tin chi tiết,MEDIUM,5,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f47550be-910c-44a4-b293-eab3ee6aca92,20130224,
Hiện thực chức năng tìm kiếm sản phẩm,MAJOR,"<p>Phát triển tính năng tìm kiếm quần áo theo từ khóa, danh mục, độ tuổi.</p>",2025-03-20,2025-03-29,sprint5_project8,TODO,PRACTICE,NestJs,20130224,20130225,Thiết kế thuật toán tìm kiếm - Tối ưu truy vấn,MEDIUM,5,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f47550be-910c-44a4-b293-eab3ee6aca92,20130224,
Hiện thực chức năng giỏ hàng và đặt hàng,MAJOR,<p>Xây dựng chức năng giỏ hàng và quy trình tạo đơn hàng cho quần áo trẻ em.</p>,2025-03-30,2025-04-08,sprint6_project8,INPROCESS,PRACTICE,NestJs,21130042,20130224,Quản lý sản phẩm trong giỏ - Xử lý thông tin đặt hàng,MEDIUM,6,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,20130224,
Xây dựng API cho giỏ hàng và đơn hàng,MAJOR,"<p>Phát triển các API backend để thêm/xóa sản phẩm vào giỏ, tạo và quản lý đơn hàng.</p>",2025-04-01,2025-04-10,sprint6_project8,TODO,PRACTICE,NestJs,20130224,20130225,Thiết kế endpoint - Xử lý logic nghiệp vụ,MEDIUM,6,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,20130224,
Tích hợp cổng thanh toán online,CRITICAL,"<p>Tích hợp cổng thanh toán trực tuyến (ví dụ: VNPay, MoMo) cho các đơn hàng.</p>",2025-04-03,2025-04-12,sprint6_project8,TODO,PRACTICE,NestJs,20130225,21130042,Nghiên cứu API thanh toán - Test giao dịch,HIGH,6,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,20130224,
Phát triển chức năng đánh giá và bình luận sản phẩm,MAJOR,<p>Cho phép người dùng đánh giá và bình luận về quần áo.</p>,2025-04-13,2025-04-22,sprint7_project8,TODO,PRACTICE,ReactJS-NestJs,21130042,20130224,Thiết kế form - Lưu trữ dữ liệu,MEDIUM,7,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,20130224,
Xây dựng chức năng quản lý khuyến mãi/mã giảm giá,MAJOR,<p>Phát triển giao diện và API để quản lý các chương trình khuyến mãi.</p>,2025-04-15,2025-04-24,sprint7_project8,TODO,PRACTICE,NestJs,20130224,20130225,Thiết kế CSDL khuyến mãi - Phát triển form quản lý,MEDIUM,7,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,20130224,
Tối ưu hóa hiệu năng ứng dụng (Frontend),MINOR,"<p>Tăng tốc độ tải trang, giảm kích thước tài nguyên, tối ưu SEO cơ bản.</p>",2025-04-17,2025-04-26,sprint7_project8,TODO,PRACTICE,JS-CSS,20130225,21130042,Nén file - Tối ưu hình ảnh,LOW,7,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,20130224,
Hoàn thiện các trang giới thiệu và liên hệ,MINOR,<p>Bổ sung các trang giới thiệu về cửa hàng và thông tin liên hệ.</p>,2025-04-27,2025-05-01,sprint8_project8,TODO,PRACTICE,HTML-CSS,20130224,20130225,Thiết kế layout - Viết nội dung,LOW,8,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,20130224,
Triển khai môi trường Dev/Staging với Docker,MAJOR,"<p>Đóng gói ứng dụng vào Docker containers, cấu hình Docker Compose cho môi trường phát triển/thử nghiệm.</p>",2025-04-29,2025-05-03,sprint8_project8,TODO,PRACTICE,Docker-Deployment,20130225,21130042,Viết Dockerfile - Cấu hình Docker Compose,MEDIUM,8,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,20130224,
Cấu hình CI/CD cho dự án,MAJOR,<p>Thiết lập quy trình tích hợp liên tục và triển khai tự động cho dự án.</p>,2025-04-30,2025-05-04,sprint8_project8,TODO,PRACTICE,Deployment,21130042,20130224,Cấu hình GitHub Actions - Viết script deploy,MEDIUM,8,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,20130224,
Kiểm thử toàn bộ hệ thống và chuẩn bị báo cáo,MAJOR,"<p>Kiểm thử chức năng, hiệu suất và chuẩn bị tài liệu báo cáo cuối kỳ.</p>",2025-05-04,2025-05-08,sprint9_project8,TODO,PRACTICE,Deployment-Document,20130225,21130042,Lập kế hoạch kiểm thử - Soạn thảo báo cáo,MEDIUM,9,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,4c814469-68fa-494a-9e93-90ccff9d6eaa,20130224,
Triển khai ứng dụng lên Production Server,CRITICAL,"<p>Đưa ứng dụng lên môi trường sản phẩm thực tế, cấu hình server và database.</p>",2025-05-06,2025-05-10,sprint9_project8,TODO,PRACTICE,Deployment,21130042,20130224,Cấu hình Nginx/Apache - Kiểm tra cuối cùng,HIGH,9,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,4c814469-68fa-494a-9e93-90ccff9d6eaa,20130224,
Phân tích thị trường phụ kiện thời trang,MAJOR,<p>Nghiên cứu xu hướng phụ kiện và phân tích các cửa hàng online hiện có.</p>,2025-02-09,2025-02-13,sprint1_project9,DONE,THEORY,Document,21130359,21130386,Khảo sát nhu cầu - Đánh giá đối thủ,MEDIUM,1,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130359,
Xác định mục tiêu và phạm vi dự án,MAJOR,<p>Định nghĩa rõ ràng các tính năng cốt lõi và mục tiêu kinh doanh cho website.</p>,2025-02-10,2025-02-14,sprint1_project9,DONE,THEORY,Document,21130386,21130367,Xác định KPIs - Lên kế hoạch dự án,MEDIUM,1,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130359,
Thiết lập môi trường phát triển ban đầu,MINOR,<p>Cài đặt các công cụ và môi trường cần thiết cho việc phát triển web.</p>,2025-02-11,2025-02-15,sprint1_project9,DONE,PRACTICE,Deployment,21130367,21130359,Cài đặt IDE - Cấu hình Git,LOW,1,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130359,
Xác định yêu cầu và công nghệ phát triển,MAJOR,<p>Liệt kê các yêu cầu chức năng và lựa chọn công nghệ cho web phụ kiện.</p>,2025-02-16,2025-02-20,sprint2_project9,INPROCESS,THEORY,Document,21130386,21130367,Xác định tính năng cốt lõi - Đề xuất công nghệ,MEDIUM,2,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130359,
Thiết kế cơ sở dữ liệu (ERD) cho web phụ kiện,MAJOR,"<p>Xây dựng ERD và các schema database cho sản phẩm, người dùng, đơn hàng.</p>",2025-02-17,2025-02-21,sprint2_project9,TODO,PRACTICE,Document,21130367,21130359,Vẽ ERD - Xác định mối quan hệ,MEDIUM,2,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130359,
Lựa chọn và cấu hình framework Backend (Spring),MAJOR,"<p>Khởi tạo dự án Spring Boot, cấu hình dependency và database connection.</p>",2025-02-18,2025-02-22,sprint2_project9,TODO,PRACTICE,Spring,21130359,21130386,Cài đặt Maven/Gradle - Cấu hình JPA,MEDIUM,2,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130359,
Thiết kế giao diện người dùng (UI) shop phụ kiện,MAJOR,<p>Tạo wireframe và mockup cho các trang chính của website phụ kiện.</p>,2025-02-23,2025-03-05,sprint3_project9,INPROCESS,PRACTICE,HTML-CSS,21130367,21130359,Vẽ wireframe - Tạo mockup,MEDIUM,3,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,99d36620-1576-4e19-99fb-c132541b860f,21130359,
Phát triển giao diện trang chủ và bố cục chung,MAJOR,"<p>Code HTML và CSS cho trang chủ, header, footer của website.</p>",2025-02-25,2025-03-07,sprint3_project9,TODO,PRACTICE,HTML-CSS,21130359,21130386,Thiết kế layout responsive - Viết CSS cơ bản,MEDIUM,3,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,99d36620-1576-4e19-99fb-c132541b860f,21130359,
Xây dựng module xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API cho chức năng đăng ký, đăng nhập và quản lý token.</p>",2025-02-27,2025-03-09,sprint3_project9,TODO,PRACTICE,Spring,21130386,21130367,Thiết kế endpoint - Xử lý mã hóa mật khẩu,MEDIUM,3,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,99d36620-1576-4e19-99fb-c132541b860f,21130359,
Hiện thực chức năng đăng nhập/đăng ký/profile,MAJOR,"<p>Xây dựng module đăng nhập, đăng ký và quản lý thông tin cá nhân của người dùng.</p>",2025-03-09,2025-03-13,sprint4_project9,INPROCESS,PRACTICE,Spring,21130359,21130386,Thiết kế form - Xử lý dữ liệu người dùng,MEDIUM,4,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,eb648995-761c-42b7-9a55-2e2a8d67acae,21130359,
Xây dựng giao diện quản lý người dùng (ReactJS),MAJOR,<p>Thiết kế và hiện thực trang quản lý người dùng cho admin (CRUD).</p>,2025-03-11,2025-03-15,sprint4_project9,TODO,PRACTICE,ReactJS,21130386,21130367,Thiết kế bảng - Tích hợp API User,MEDIUM,4,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,eb648995-761c-42b7-9a55-2e2a8d67acae,21130359,
Phát triển API quản lý sản phẩm (Backend),MAJOR,"<p>Xây dựng các API RESTful để thêm, sửa, xóa, lấy thông tin sản phẩm phụ kiện.</p>",2025-03-13,2025-03-17,sprint4_project9,TODO,PRACTICE,Spring,21130367,21130359,Thiết kế endpoint - Tích hợp database,MEDIUM,4,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,eb648995-761c-42b7-9a55-2e2a8d67acae,21130359,
Xây dựng trang hiển thị sản phẩm với hình ảnh chất lượng,MAJOR,"<p>Thiết kế và hiện thực trang danh sách phụ kiện, chú trọng hiển thị hình ảnh đẹp.</p>",2025-03-16,2025-03-25,sprint5_project9,INPROCESS,PRACTICE,ReactJS-Spring,21130386,21130367,Tối ưu hiển thị hình ảnh - Tích hợp API sản phẩm,MEDIUM,5,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f47550be-910c-44a4-b293-eab3ee6aca92,21130359,
Xây dựng trang chi tiết sản phẩm phụ kiện,MAJOR,<p>Phát triển trang hiển thị thông tin chi tiết của từng sản phẩm phụ kiện.</p>,2025-03-18,2025-03-27,sprint5_project9,TODO,PRACTICE,ReactJS,21130367,21130359,Thiết kế layout - Hiển thị thông tin chi tiết,MEDIUM,5,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f47550be-910c-44a4-b293-eab3ee6aca92,21130359,
Hiện thực chức năng tìm kiếm và lọc sản phẩm,MAJOR,"<p>Phát triển tính năng tìm kiếm sản phẩm theo từ khóa, danh mục, và các bộ lọc khác.</p>",2025-03-20,2025-03-29,sprint5_project9,TODO,PRACTICE,Spring,21130359,21130386,Thiết kế thuật toán tìm kiếm - Tối ưu truy vấn,MEDIUM,5,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f47550be-910c-44a4-b293-eab3ee6aca92,21130359,
Hiện thực giỏ hàng và quy trình đặt hàng,MAJOR,<p>Phát triển chức năng thêm sản phẩm vào giỏ hàng và hoàn tất đặt hàng.</p>,2025-03-30,2025-04-08,sprint6_project9,INPROCESS,PRACTICE,Spring,21130367,21130359,Quản lý giỏ hàng - Xử lý đơn hàng,MEDIUM,6,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130359,
Xây dựng API cho giỏ hàng và đơn hàng,MAJOR,"<p>Phát triển các API backend để thêm/xóa sản phẩm vào giỏ, tạo và quản lý đơn hàng.</p>",2025-04-01,2025-04-10,sprint6_project9,TODO,PRACTICE,Spring,21130359,21130386,Thiết kế endpoint - Xử lý logic nghiệp vụ,MEDIUM,6,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130359,
Tích hợp cổng thanh toán online,CRITICAL,"<p>Kết nối website với các dịch vụ thanh toán trực tuyến (ví dụ: Momo, ZaloPay).</p>",2025-04-03,2025-04-12,sprint6_project9,TODO,PRACTICE,Spring,21130386,21130367,Nghiên cứu API thanh toán - Test giao dịch,HIGH,6,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130359,
Phát triển chức năng đánh giá và bình luận sản phẩm,MAJOR,<p>Cho phép người dùng đánh giá và bình luận về phụ kiện.</p>,2025-04-13,2025-04-22,sprint7_project9,TODO,PRACTICE,ReactJS-Spring,21130367,21130359,Thiết kế form - Lưu trữ dữ liệu,MEDIUM,7,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130359,
Xây dựng chức năng quản lý khuyến mãi/mã giảm giá,MAJOR,<p>Phát triển giao diện và API để quản lý các chương trình khuyến mãi.</p>,2025-04-15,2025-04-24,sprint7_project9,TODO,PRACTICE,Spring,21130359,21130386,Thiết kế CSDL khuyến mãi - Phát triển form quản lý,MEDIUM,7,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130359,
Tối ưu hóa hiệu năng ứng dụng (Frontend),MINOR,"<p>Tăng tốc độ tải trang, giảm kích thước tài nguyên, tối ưu SEO cơ bản.</p>",2025-04-17,2025-04-26,sprint7_project9,TODO,PRACTICE,JS-CSS,21130386,21130367,Nén file - Tối ưu hình ảnh,LOW,7,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130359,
Triển khai môi trường Dev/Staging với Docker,MAJOR,"<p>Đóng gói ứng dụng vào Docker containers, cấu hình Docker Compose cho môi trường phát triển/thử nghiệm.</p>",2025-04-27,2025-05-01,sprint8_project9,TODO,PRACTICE,Docker-Deployment,21130367,21130359,Viết Dockerfile - Cấu hình Docker Compose,MEDIUM,8,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,21130359,
Cấu hình CI/CD cho dự án,MAJOR,<p>Thiết lập quy trình tích hợp liên tục và triển khai tự động cho dự án.</p>,2025-04-29,2025-05-03,sprint8_project9,TODO,PRACTICE,Deployment,21130359,21130386,Cấu hình GitHub Actions - Viết script deploy,MEDIUM,8,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,21130359,
Kiểm thử toàn diện và báo cáo cuối kỳ,MAJOR,<p>Thực hiện kiểm thử các chức năng và chuẩn bị tài liệu báo cáo dự án.</p>,2025-05-04,2025-05-08,sprint9_project9,TODO,PRACTICE,Deployment-Document,21130359,21130386,Lập kế hoạch kiểm thử - Soạn thảo báo cáo,MEDIUM,9,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130359,
Triển khai ứng dụng lên Production Server,CRITICAL,"<p>Đưa ứng dụng lên môi trường sản phẩm thực tế, cấu hình server và database.</p>",2025-05-06,2025-05-10,sprint9_project9,TODO,PRACTICE,Deployment,21130386,21130367,Cấu hình Nginx/Apache - Kiểm tra cuối cùng,HIGH,9,project9,daec2a76-8f5f-4fba-9b2a-cda40eb4cfb5,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130359,
Phân tích thị trường văn phòng phẩm online,MAJOR,<p>Nghiên cứu các cửa hàng văn phòng phẩm trực tuyến và nhu cầu khách hàng.</p>,2025-02-09,2025-02-13,sprint1_project10,DONE,THEORY,Document,21130371,21130390,Phân tích đối thủ - Đánh giá nhu cầu thị trường,MEDIUM,1,project10,688ce023-fd41-43d2-972f-7ae00679a764,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130371,07673284-f71a-4901-8574-26d290b785ac
Xác định yêu cầu chức năng và phi chức năng,MAJOR,<p>Liệt kê các yêu cầu cụ thể cho website bán văn phòng phẩm.</p>,2025-02-10,2025-02-14,sprint1_project10,DONE,THEORY,Document,21130390,21130076,Họp với bên liên quan - Lập danh sách yêu cầu,MEDIUM,1,project10,688ce023-fd41-43d2-972f-7ae00679a764,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130371,016e434b-3c68-4eae-b1c3-97127955103c
Thiết lập môi trường phát triển ban đầu,MINOR,<p>Cài đặt các công cụ và môi trường cần thiết cho việc phát triển web.</p>,2025-02-11,2025-02-15,sprint1_project10,DONE,PRACTICE,Deployment,21130076,21130371,Cài đặt IDE - Cấu hình Git,LOW,1,project10,688ce023-fd41-43d2-972f-7ae00679a764,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130371,50f011f7-6032-43c9-8a55-155a19772483
Xác định yêu cầu kỹ thuật và công nghệ,MAJOR,"<p>Liệt kê các yêu cầu chức năng và phi chức năng, chọn công nghệ phù hợp.</p>",2025-02-16,2025-02-20,sprint2_project10,INPROCESS,THEORY,Document,21130390,21130076,Xác định tính năng cốt lõi - Đề xuất công nghệ,MEDIUM,2,project10,688ce023-fd41-43d2-972f-7ae00679a764,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130371,ff4381cd-f067-40c6-a175-39c0ebb3fc97
Thiết kế kiến trúc hệ thống tổng thể,MAJOR,"<p>Xây dựng sơ đồ kiến trúc tổng quan cho ứng dụng (client-server, database).</p>",2025-02-17,2025-02-21,sprint2_project10,TODO,THEORY,Document,21130076,21130371,Xác định các layer - Lựa chọn công nghệ,MEDIUM,2,project10,688ce023-fd41-43d2-972f-7ae00679a764,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130371,11663e6e-34cd-487c-9487-23b9d992304b
Lựa chọn và cấu hình framework Backend (NestJs),MAJOR,"<p>Khởi tạo dự án NestJs, cấu hình module, controller, service ban đầu.</p>",2025-02-18,2025-02-22,sprint2_project10,TODO,PRACTICE,NestJs,21130371,21130390,Cài đặt Nest CLI - Cấu hình TypeORM,MEDIUM,2,project10,688ce023-fd41-43d2-972f-7ae00679a764,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130371,ca67a16a-63e7-4ed8-84c0-e32c945223c7
Thiết kế ERD và cấu trúc cơ sở dữ liệu,MAJOR,<p>Vẽ ERD và thiết kế cấu trúc bảng cơ sở dữ liệu cho website văn phòng phẩm.</p>,2025-02-23,2025-03-05,sprint3_project10,INPROCESS,PRACTICE,Document,21130076,21130371,Thiết kế schema - Tạo bảng CSDL,MEDIUM,3,project10,688ce023-fd41-43d2-972f-7ae00679a764,99d36620-1576-4e19-99fb-c132541b860f,21130371,c6fb0f28-b296-45f3-944c-cf1f33112af4
Phát triển giao diện trang chủ và bố cục chung,MAJOR,"<p>Code HTML và CSS cho trang chủ, header, footer của website.</p>",2025-02-25,2025-03-07,sprint3_project10,TODO,PRACTICE,HTML-CSS,21130371,21130390,Thiết kế layout responsive - Viết CSS cơ bản,MEDIUM,3,project10,688ce023-fd41-43d2-972f-7ae00679a764,99d36620-1576-4e19-99fb-c132541b860f,21130371,945abc76-c054-45b9-b51c-529493b7441f
Xây dựng module xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API cho chức năng đăng ký, đăng nhập và quản lý token.</p>",2025-02-27,2025-03-09,sprint3_project10,TODO,PRACTICE,NestJs,21130390,21130076,Thiết kế endpoint - Xử lý mã hóa mật khẩu,MEDIUM,3,project10,688ce023-fd41-43d2-972f-7ae00679a764,99d36620-1576-4e19-99fb-c132541b860f,21130371,87c97d62-105a-41f5-ad2c-3b341d01b9aa
Phát triển chức năng đăng nhập/đăng ký,MAJOR,"<p>Hiện thực module đăng nhập, đăng ký và quản lý tài khoản người dùng.</p>",2025-03-09,2025-03-13,sprint4_project10,INPROCESS,PRACTICE,NestJs,21130371,21130390,Xây dựng API authentication - Thiết kế form,MEDIUM,4,project10,688ce023-fd41-43d2-972f-7ae00679a764,eb648995-761c-42b7-9a55-2e2a8d67acae,21130371,05fe4ee0-f2e0-477d-81c6-3f1757b6f9c3
Xây dựng giao diện đăng nhập/đăng ký (ReactJS),MAJOR,"<p>Thiết kế và code các form đăng nhập, đăng ký sử dụng ReactJS và kết nối API.</p>",2025-03-11,2025-03-15,sprint4_project10,TODO,PRACTICE,ReactJS,21130390,21130076,Thiết kế form - Xử lý validation,MEDIUM,4,project10,688ce023-fd41-43d2-972f-7ae00679a764,eb648995-761c-42b7-9a55-2e2a8d67acae,21130371,bcf2739c-b97d-4ee8-b002-870070f0cf9f
Phát triển API quản lý sản phẩm (Backend),MAJOR,"<p>Xây dựng các API RESTful để thêm, sửa, xóa, lấy thông tin sản phẩm văn phòng phẩm.</p>",2025-03-13,2025-03-17,sprint4_project10,TODO,PRACTICE,NestJs,21130076,21130371,Thiết kế endpoint - Tích hợp database,MEDIUM,4,project10,688ce023-fd41-43d2-972f-7ae00679a764,eb648995-761c-42b7-9a55-2e2a8d67acae,21130371,5b817ead-8b0d-4603-b845-cd5dda00a7ba
Xây dựng trang quản lý sản phẩm (Admin),MAJOR,<p>Thiết kế và hiện thực giao diện quản lý sản phẩm cho quản trị viên.</p>,2025-03-16,2025-03-25,sprint5_project10,INPROCESS,PRACTICE,ReactJS-NestJs,21130390,21130076,Thiết kế form - Xử lý CRUD sản phẩm,MEDIUM,5,project10,688ce023-fd41-43d2-972f-7ae00679a764,f47550be-910c-44a4-b293-eab3ee6aca92,21130371,80e13cb6-093c-41ff-803e-8917367ac235
Xây dựng trang hiển thị danh sách sản phẩm,MAJOR,"<p>Hiện thực trang hiển thị danh sách văn phòng phẩm, có chức năng lọc theo loại, thương hiệu.</p>",2025-03-18,2025-03-27,sprint5_project10,TODO,PRACTICE,ReactJS,21130076,21130371,Thiết kế UI - Tích hợp API sản phẩm,MEDIUM,5,project10,688ce023-fd41-43d2-972f-7ae00679a764,f47550be-910c-44a4-b293-eab3ee6aca92,21130371,53594cf7-1f7b-45af-a4e2-c2234dcab771
Hiện thực chức năng tìm kiếm và lọc sản phẩm,MAJOR,"<p>Phát triển tính năng tìm kiếm sản phẩm theo từ khóa, danh mục, và các bộ lọc khác.</p>",2025-03-20,2025-03-29,sprint5_project10,TODO,PRACTICE,NestJs,21130371,21130390,Thiết kế thuật toán tìm kiếm - Tối ưu truy vấn,MEDIUM,5,project10,688ce023-fd41-43d2-972f-7ae00679a764,f47550be-910c-44a4-b293-eab3ee6aca92,21130371,0dc057ba-8e0a-41ee-91a9-4d2b0e1f8184
Hiện thực giỏ hàng và quy trình đặt hàng,MAJOR,<p>Phát triển chức năng thêm sản phẩm vào giỏ hàng và quy trình tạo đơn hàng.</p>,2025-03-30,2025-04-08,sprint6_project10,INPROCESS,PRACTICE,NestJs,21130076,21130371,Quản lý session giỏ hàng - Xử lý địa chỉ nhận hàng,MEDIUM,6,project10,688ce023-fd41-43d2-972f-7ae00679a764,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130371,566aeff1-ce2c-4c0f-a85e-e743f5045ef4
Tích hợp thanh toán trực tuyến,CRITICAL,<p>Kết nối website với các cổng thanh toán online phổ biến.</p>,2025-04-03,2025-04-12,sprint6_project10,TODO,PRACTICE,NestJs,21130371,21130390,Nghiên cứu API thanh toán - Test giao dịch,HIGH,6,project10,688ce023-fd41-43d2-972f-7ae00679a764,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130371,49956f61-6196-46da-a8f3-f1184ac197d8
