name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,sprint_map,project_map,uniId
Thiết lập môi trường phát triển Android,MINOR,"<p>Cài đặt Android Studio, SDK và cấu hình project ban đầu.</p>",2025-02-11,2025-02-15,sprint1_project9,DONE,PRACTICE,Android,21130367,21130359,Cài đặt Android Studio - Khởi tạo project,LOW,1,project9,c469d85a-a19c-4411-88ca-c0041af4f8e5,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Tìm hiểu cách xây dựng giao diện form phức tạp,MAJOR,"<p>Nghiên cứu các thành phần UI để tạo form ứng tuyển (EditText, Spinner, Checkbox).</p>",2025-02-16,2025-02-20,sprint2_project9,INPROCESS,THEORY,Android-XML,21130386,21130367,Đọc tài liệu Form - Thực hành ví dụ,MEDIUM,2,project9,36524122-5b4b-47aa-8d46-d064c6cb28fd,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Thiết kế Prototype cho màn hình danh sách việc làm,MAJOR,<p>Xây dựng layout XML cho màn hình chính hiển thị danh sách các công việc.</p>,2025-02-23,2025-03-01,sprint2_project9,TODO,PRACTICE,XML-Android,21130367,21130359,Vẽ wireframe - Code XML,MEDIUM,2,project9,36524122-5b4b-47aa-8d46-d064c6cb28fd,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Phân tích thiết kế Database cho tuyển dụng,MAJOR,"<p>Thiết kế cấu trúc CSDL để lưu trữ thông tin việc làm, công ty, ứng viên, hồ sơ.</p>",2025-02-25,2025-03-01,sprint2_project9,TODO,PRACTICE,Database-Document,21130359,21130386,Xác định bảng - Thiết lập mối quan hệ,MEDIUM,2,project9,36524122-5b4b-47aa-8d46-d064c6cb28fd,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hiện thực màn hình đăng nhập,MAJOR,<p>Code giao diện và logic đăng nhập người dùng vào ứng dụng tìm việc.</p>,2025-03-02,2025-03-08,sprint3_project9,INPROCESS,PRACTICE,Android,21130367,21130359,Thiết kế layout - Xử lý input,MEDIUM,3,project9,dea18fd8-488a-4ba4-ab67-465749cc8498,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Xây dựng API xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API backend để xử lý đăng ký, đăng nhập và tạo token.</p>",2025-03-04,2025-03-08,sprint3_project9,TODO,PRACTICE,Research-Android,21130359,21130386,Thiết kế endpoint - Xử lý logic xác thực,MEDIUM,3,project9,dea18fd8-488a-4ba4-ab67-465749cc8498,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hiện thực chức năng đăng ký tài khoản,MAJOR,<p>Code giao diện và logic đăng ký tài khoản mới cho người dùng.</p>,2025-03-05,2025-03-08,sprint3_project9,TODO,PRACTICE,Android,21130386,21130367,Thiết kế form - Kết nối API,MEDIUM,3,project9,dea18fd8-488a-4ba4-ab67-465749cc8498,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hiện thực chức năng cập nhật thông tin cá nhân/hồ sơ,MAJOR,<p>Cho phép người dùng xem và chỉnh sửa thông tin cá nhân và hồ sơ.</p>,2025-03-09,2025-03-15,sprint4_project9,INPROCESS,PRACTICE,Android,21130359,21130386,Thiết kế layout - Tích hợp API cập nhật,MEDIUM,4,project9,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hiện thực chức năng đổi mật khẩu,MAJOR,<p>Code giao diện và logic để người dùng có thể đổi mật khẩu của mình.</p>,2025-03-10,2025-03-15,sprint4_project9,TODO,PRACTICE,Android,21130386,21130367,Thiết kế form - Gửi yêu cầu đổi mật khẩu,MEDIUM,4,project9,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Xây dựng API cho User Profile (Backend),MAJOR,<p>Phát triển API để lấy và cập nhật thông tin người dùng.</p>,2025-03-12,2025-03-15,sprint4_project9,TODO,PRACTICE,Research-Database,21130367,21130359,Thiết kế endpoint - Kết nối Database,MEDIUM,4,project9,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hiện thực chức năng hiển thị danh sách việc làm,MAJOR,<p>Xây dựng màn hình hiển thị danh sách các tin tuyển dụng.</p>,2025-03-16,2025-03-29,sprint5_project9,INPROCESS,PRACTICE,Android-Database,21130386,21130367,Thiết kế layout việc làm - Load dữ liệu từ API,MEDIUM,5,project9,d7111352-035f-46fa-9d96-85812f81b0f4,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hiện thực chức năng tìm kiếm và lọc việc làm,MAJOR,"<p>Cho phép người dùng tìm kiếm theo từ khóa, vị trí, ngành nghề.</p>",2025-03-18,2025-03-29,sprint5_project9,TODO,PRACTICE,Android,21130367,21130359,Thiết kế giao diện tìm kiếm - Xử lý bộ lọc,MEDIUM,5,project9,d7111352-035f-46fa-9d96-85812f81b0f4,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hiện thực chức năng nộp hồ sơ xin việc,MAJOR,<p>Code logic để người dùng có thể gửi hồ sơ ứng tuyển cho một vị trí.</p>,2025-03-20,2025-03-29,sprint5_project9,TODO,PRACTICE,Android-Database,21130359,21130386,Thiết kế form nộp hồ sơ - Gửi dữ liệu,MEDIUM,5,project9,d7111352-035f-46fa-9d96-85812f81b0f4,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Xây dựng chức năng quản lý tin tuyển dụng (Admin),MAJOR,"<p>Hiện thực giao diện và logic để quản lý các tin tuyển dụng (thêm, sửa, xóa).</p>",2025-03-30,2025-04-12,sprint6_project9,INPROCESS,PRACTICE,Android-Database,21130367,21130359,Thiết kế trang Admin - Xử lý CRUD tin tuyển dụng,MEDIUM,6,project9,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Phát triển chức năng quản lý ứng viên (Admin),MAJOR,<p>Cho phép quản trị viên xem và quản lý danh sách hồ sơ ứng tuyển.</p>,2025-04-02,2025-04-12,sprint6_project9,TODO,PRACTICE,Android-Database,21130359,21130386,Thiết kế bảng ứng viên - Cập nhật trạng thái,MEDIUM,6,project9,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Xây dựng chức năng quản lý công ty (Admin),MAJOR,"<p>Cho phép quản trị viên thêm, sửa, xóa thông tin về các công ty đăng tuyển.</p>",2025-04-05,2025-04-12,sprint6_project9,TODO,PRACTICE,Android-Database,21130386,21130367,Thiết kế form công ty - Quản lý thông tin,MEDIUM,6,project9,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Kiểm thử chức năng tìm việc và nộp hồ sơ,MAJOR,<p>Thực hiện kiểm thử để đảm bảo quy trình tìm kiếm và nộp hồ sơ hoạt động đúng.</p>,2025-04-13,2025-04-19,sprint7_project9,INPROCESS,PRACTICE,Android-Research,21130359,21130386,Lập test case - Thực hiện test,MEDIUM,7,project9,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Kiểm thử và sửa lỗi giao diện người dùng,MAJOR,"<p>Kiểm tra tất cả các màn hình, đảm bảo giao diện hiển thị đúng và thân thiện.</p>",2025-04-15,2025-04-19,sprint7_project9,TODO,PRACTICE,Android-XML,21130386,21130367,Kiểm tra lỗi hiển thị - Điều chỉnh layout,MEDIUM,7,project9,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Đóng gói ứng dụng để kiểm thử (APK),MAJOR,<p>Tạo file APK để có thể cài đặt và kiểm thử ứng dụng trên thiết bị thật.</p>,2025-04-16,2025-04-19,sprint7_project9,TODO,PRACTICE,Android,21130367,21130359,Generate signed APK - Cài đặt trên thiết bị,MEDIUM,7,project9,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Chuẩn bị tài liệu hướng dẫn sử dụng,MAJOR,<p>Viết tài liệu hướng dẫn chi tiết cách sử dụng ứng dụng cho người dùng cuối.</p>,2025-04-20,2025-04-26,sprint8_project9,INPROCESS,THEORY,Document,21130386,21130367,Viết mô tả chức năng - Chụp ảnh màn hình,MEDIUM,8,project9,8b238fa2-6e02-47b0-8343-bd97d791ae65,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hoàn thiện tài liệu thiết kế hệ thống,MAJOR,"<p>Tổng hợp và hoàn thiện các tài liệu thiết kế cơ sở dữ liệu, kiến trúc hệ thống.</p>",2025-04-21,2025-04-26,sprint8_project9,TODO,THEORY,Document-Database,21130367,21130359,Review ERD - Cập nhật tài liệu kỹ thuật,MEDIUM,8,project9,8b238fa2-6e02-47b0-8343-bd97d791ae65,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Hoàn thành báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp các kết quả dự án, viết báo cáo và chuẩn bị slide thuyết trình.</p>",2025-04-23,2025-04-26,sprint8_project9,TODO,THEORY,Document,21130359,21130386,Viết tóm tắt dự án - Thiết kế slide,MEDIUM,8,project9,8b238fa2-6e02-47b0-8343-bd97d791ae65,199f350b-14a1-4a26-ae3b-0cfbe1d35878,21130359
Khảo sát các ứng dụng du lịch/hướng dẫn viên,MAJOR,<p>Nghiên cứu các ứng dụng du lịch phổ biến và tính năng nổi bật của chúng.</p>,2025-02-09,2025-02-13,sprint1_project10,DONE,THEORY,Research,21130371,21130390,Phân tích đối thủ - Đánh giá tính năng,MEDIUM,1,project10,c469d85a-a19c-4411-88ca-c0041af4f8e5,7074e283-36b7-46ab-870b-d63300257660,21130371
Xác định yêu cầu chức năng cho ứng dụng du lịch,MAJOR,"<p>Liệt kê các tính năng cần thiết (tìm địa điểm, gợi ý lịch trình, bản đồ).</p>",2025-02-10,2025-02-14,sprint1_project10,DONE,THEORY,Document,21130390,21130076,Phỏng vấn người dùng - Tổng hợp yêu cầu,MEDIUM,1,project10,c469d85a-a19c-4411-88ca-c0041af4f8e5,7074e283-36b7-46ab-870b-d63300257660,21130371
Thiết lập môi trường phát triển Android,MINOR,"<p>Cài đặt Android Studio, SDK và cấu hình project ban đầu.</p>",2025-02-11,2025-02-15,sprint1_project10,DONE,PRACTICE,Android,21130076,21130371,Cài đặt Android Studio - Khởi tạo project,LOW,1,project10,c469d85a-a19c-4411-88ca-c0041af4f8e5,7074e283-36b7-46ab-870b-d63300257660,21130371
Tìm hiểu các API về bản đồ và vị trí của Android,MAJOR,<p>Nghiên cứu cách tích hợp Google Maps SDK và Location API.</p>,2025-02-16,2025-02-20,sprint2_project10,INPROCESS,THEORY,Android-Research,21130390,21130076,Đọc tài liệu Google Maps API - Thực hành ví dụ,MEDIUM,2,project10,36524122-5b4b-47aa-8d46-d064c6cb28fd,7074e283-36b7-46ab-870b-d63300257660,21130371
Thiết kế Prototype cho màn hình Bản đồ & Địa điểm,MAJOR,<p>Xây dựng layout XML cho màn hình chính hiển thị bản đồ và các địa điểm nổi bật.</p>,2025-02-23,2025-03-01,sprint2_project10,TODO,PRACTICE,XML-Android,21130076,21130371,Vẽ wireframe - Code XML,MEDIUM,2,project10,36524122-5b4b-47aa-8d46-d064c6cb28fd,7074e283-36b7-46ab-870b-d63300257660,21130371
Phân tích thiết kế Database cho địa điểm du lịch,MAJOR,"<p>Thiết kế cấu trúc CSDL để lưu trữ thông tin địa điểm, review, lịch trình, người dùng.</p>",2025-02-25,2025-03-01,sprint2_project10,TODO,PRACTICE,Database-Document,21130371,21130390,Xác định bảng - Thiết lập mối quan hệ,MEDIUM,2,project10,36524122-5b4b-47aa-8d46-d064c6cb28fd,7074e283-36b7-46ab-870b-d63300257660,21130371
Hiện thực màn hình đăng nhập,MAJOR,<p>Code giao diện và logic đăng nhập người dùng vào ứng dụng du lịch.</p>,2025-03-02,2025-03-08,sprint3_project10,INPROCESS,PRACTICE,Android,21130076,21130371,Thiết kế layout - Xử lý input,MEDIUM,3,project10,dea18fd8-488a-4ba4-ab67-465749cc8498,7074e283-36b7-46ab-870b-d63300257660,21130371
Xây dựng API xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API backend để xử lý đăng ký, đăng nhập và tạo token.</p>",2025-03-04,2025-03-08,sprint3_project10,TODO,PRACTICE,Research-Android,21130371,21130390,Thiết kế endpoint - Xử lý logic xác thực,MEDIUM,3,project10,dea18fd8-488a-4ba4-ab67-465749cc8498,7074e283-36b7-46ab-870b-d63300257660,21130371
Hiện thực chức năng đăng ký tài khoản,MAJOR,<p>Code giao diện và logic đăng ký tài khoản mới cho người dùng.</p>,2025-03-05,2025-03-08,sprint3_project10,TODO,PRACTICE,Android,21130390,21130076,Thiết kế form - Kết nối API,MEDIUM,3,project10,dea18fd8-488a-4ba4-ab67-465749cc8498,7074e283-36b7-46ab-870b-d63300257660,21130371
Hiện thực chức năng cập nhật thông tin cá nhân,MAJOR,"<p>Cho phép người dùng xem và chỉnh sửa thông tin cá nhân (tên, email, sở thích du lịch).</p>",2025-03-09,2025-03-15,sprint4_project10,INPROCESS,PRACTICE,Android,21130371,21130390,Thiết kế layout - Tích hợp API cập nhật,MEDIUM,4,project10,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,7074e283-36b7-46ab-870b-d63300257660,21130371
Hiện thực chức năng đổi mật khẩu,MAJOR,<p>Code giao diện và logic để người dùng có thể đổi mật khẩu của mình.</p>,2025-03-10,2025-03-15,sprint4_project10,TODO,PRACTICE,Android,21130390,21130076,Thiết kế form - Gửi yêu cầu đổi mật khẩu,MEDIUM,4,project10,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,7074e283-36b7-46ab-870b-d63300257660,21130371
Xây dựng API cho User Profile (Backend),MAJOR,<p>Phát triển API để lấy và cập nhật thông tin người dùng.</p>,2025-03-12,2025-03-15,sprint4_project10,TODO,PRACTICE,Research-Database,21130076,21130371,Thiết kế endpoint - Kết nối Database,MEDIUM,4,project10,e3fcd8e9-d658-4bbe-bb8f-6bf08a593ad3,7074e283-36b7-46ab-870b-d63300257660,21130371
Hiện thực chức năng hiển thị danh sách địa điểm du lịch,MAJOR,<p>Xây dựng màn hình hiển thị danh sách các địa điểm du lịch nổi bật.</p>,2025-03-16,2025-03-29,sprint5_project10,INPROCESS,PRACTICE,Android-Database,21130390,21130076,Thiết kế layout địa điểm - Load dữ liệu từ API,MEDIUM,5,project10,d7111352-035f-46fa-9d96-85812f81b0f4,7074e283-36b7-46ab-870b-d63300257660,21130371
Hiện thực chức năng xem chi tiết địa điểm,MAJOR,"<p>Cho phép người dùng xem thông tin chi tiết về địa điểm (mô tả, hình ảnh, review).</p>",2025-03-18,2025-03-29,sprint5_project10,TODO,PRACTICE,Android-XML,21130076,21130371,Thiết kế layout chi tiết - Hiển thị mô tả,MEDIUM,5,project10,d7111352-035f-46fa-9d96-85812f81b0f4,7074e283-36b7-46ab-870b-d63300257660,21130371
Hiện thực chức năng hiển thị bản đồ và tìm đường,MAJOR,<p>Tích hợp Google Maps để hiển thị vị trí địa điểm và tìm đường đi.</p>,2025-03-20,2025-03-29,sprint5_project10,TODO,PRACTICE,Android-Research,21130371,21130390,Tích hợp Google Maps SDK - Xử lý tọa độ,MEDIUM,5,project10,d7111352-035f-46fa-9d96-85812f81b0f4,7074e283-36b7-46ab-870b-d63300257660,21130371
Xây dựng chức năng quản lý địa điểm du lịch (Admin),MAJOR,"<p>Hiện thực giao diện và logic để quản lý các địa điểm (thêm, sửa, xóa).</p>",2025-03-30,2025-04-12,sprint6_project10,INPROCESS,PRACTICE,Android-Database,21130076,21130371,Thiết kế trang Admin - Xử lý CRUD địa điểm,MEDIUM,6,project10,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,7074e283-36b7-46ab-870b-d63300257660,21130371
Phát triển chức năng quản lý review/đánh giá (Admin),MAJOR,<p>Cho phép quản trị viên xem và kiểm duyệt các đánh giá của người dùng.</p>,2025-04-02,2025-04-12,sprint6_project10,TODO,PRACTICE,Android-Database,21130371,21130390,Thiết kế bảng review - Cập nhật trạng thái,MEDIUM,6,project10,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,7074e283-36b7-46ab-870b-d63300257660,21130371
Xây dựng chức năng quản lý lịch trình gợi ý (Admin),MAJOR,<p>Cho phép quản trị viên tạo và quản lý các lịch trình du lịch gợi ý.</p>,2025-04-05,2025-04-12,sprint6_project10,TODO,PRACTICE,Android-Database,21130390,21130076,Thiết kế form lịch trình - Quản lý thông tin,MEDIUM,6,project10,9a767bf6-8caf-43d2-b1d2-2e00b54bd6a7,7074e283-36b7-46ab-870b-d63300257660,21130371
Kiểm thử chức năng tìm địa điểm và bản đồ,MAJOR,<p>Thực hiện kiểm thử để đảm bảo tính năng tìm kiếm địa điểm và hiển thị bản đồ hoạt động đúng.</p>,2025-04-13,2025-04-19,sprint7_project10,INPROCESS,PRACTICE,Android-Research,21130371,21130390,Lập test case - Thực hiện test,MEDIUM,7,project10,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,7074e283-36b7-46ab-870b-d63300257660,21130371
Kiểm thử và sửa lỗi giao diện người dùng,MAJOR,"<p>Kiểm tra tất cả các màn hình, đảm bảo giao diện hiển thị đúng và thân thiện.</p>",2025-04-15,2025-04-19,sprint7_project10,TODO,PRACTICE,Android-XML,21130390,21130076,Kiểm tra lỗi hiển thị - Điều chỉnh layout,MEDIUM,7,project10,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,7074e283-36b7-46ab-870b-d63300257660,21130371
Đóng gói ứng dụng để kiểm thử (APK),MAJOR,<p>Tạo file APK để có thể cài đặt và kiểm thử ứng dụng trên thiết bị thật.</p>,2025-04-16,2025-04-19,sprint7_project10,TODO,PRACTICE,Android,21130076,21130371,Generate signed APK - Cài đặt trên thiết bị,MEDIUM,7,project10,f4b01b71-8ab6-4291-8fee-135a8f7c0d94,7074e283-36b7-46ab-870b-d63300257660,21130371
Chuẩn bị tài liệu hướng dẫn sử dụng,MAJOR,<p>Viết tài liệu hướng dẫn chi tiết cách sử dụng ứng dụng cho người dùng cuối.</p>,2025-04-20,2025-04-26,sprint8_project10,INPROCESS,THEORY,Document,21130390,21130076,Viết mô tả chức năng - Chụp ảnh màn hình,MEDIUM,8,project10,8b238fa2-6e02-47b0-8343-bd97d791ae65,7074e283-36b7-46ab-870b-d63300257660,21130371
Hoàn thiện tài liệu thiết kế hệ thống,MAJOR,"<p>Tổng hợp và hoàn thiện các tài liệu thiết kế cơ sở dữ liệu, kiến trúc hệ thống.</p>",2025-04-21,2025-04-26,sprint8_project10,TODO,THEORY,Document-Database,21130076,21130371,Review ERD - Cập nhật tài liệu kỹ thuật,MEDIUM,8,project10,8b238fa2-6e02-47b0-8343-bd97d791ae65,7074e283-36b7-46ab-870b-d63300257660,21130371
Hoàn thành báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp các kết quả dự án, viết báo cáo và chuẩn bị slide thuyết trình.</p>",2025-04-23,2025-04-26,sprint8_project10,TODO,THEORY,Document,21130371,21130390,Viết tóm tắt dự án - Thiết kế slide,MEDIUM,8,project10,8b238fa2-6e02-47b0-8343-bd97d791ae65,7074e283-36b7-46ab-870b-d63300257660,21130371
