name	priority	descriptions	start	end	sprintId	status	tag	topics	topics_mapper	assigneeId	reviewerId	subtasks	complexOfDescription	sprint	projectId	uniId	Unnamed: 17	Tag gốc	Tag ánh xạ	id
Hiện thực chức năng xem lịch chiếu theo rạp/phim	MAJOR	Phát triển chức năng hiển thị lịch chiếu phim theo rạp cụ thể hoặc theo từng bộ phim.	2025-05-04	2025-05-07	5b1751c1-f7f6-42f3-b556-2db391f9527a	INPROCESS	PRACTICE	movie-showtime-display	Java, JSP, JS	21130335.0	21130304.0	Truy vấn DB - Hiển thị bảng lịch chiếu - Filter	MEDIUM	6.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Xây dựng trang phim đang chiếu & sắp chiếu	MAJOR	Hiện thực logic hiển thị các bộ phim đang chiếu và các bộ phim sắp ra mắt.	2025-05-06	2025-05-09	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	movie-display	JSP, HTML, JS	21130304.0	21130309.0	Logic truy vấn - Thiết kế UI - Tối ưu hiệu suất	MEDIUM	6.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Hiện thực giao diện Admin quản lý phim & suất chiếu	CRITICAL	Xây dựng trang admin để thêm, sửa, xóa phim, quản lý suất chiếu, giá vé và phòng chiếu.	2025-05-08	2025-05-10	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	admin-panel-crud	Java, JSP, JDBC	21130309.0	21130335.0	Form thêm/sửa - Logic xử lý - Upload ảnh poster	HIGH	6.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Xử lý chọn ghế và cập nhật trạng thái ghế	CRITICAL	Hiện thực logic chọn ghế trên sơ đồ, cập nhật trạng thái ghế (đã chọn, đã đặt, trống) trong CSDL.	2025-05-11	2025-05-14	8bace90b-9f85-46b3-9411-8e098ba21c6e	INPROCESS	PRACTICE	seat-selection-logic	Java, JS	21130335.0	21130304.0	Logic chọn ghế - Cập nhật DB - Bảo mật ghế	HIGH	7.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Tính toán giá vé & giỏ hàng tạm thời	MAJOR	Tính toán tổng tiền vé dựa trên loại ghế, số lượng và lưu trữ trong giỏ hàng tạm thời (session).	2025-05-13	2025-05-17	8bace90b-9f85-46b3-9411-8e098ba21c6e	TODO	PRACTICE	ticket-pricing-cart	Java, JS	21130304.0	21130309.0	Logic tính giá - Quản lý giỏ hàng - Tổng tiền	MEDIUM	7.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Hiện thực cách tính tiền cho đơn hàng vé phim	CRITICAL	Xây dựng logic tính toán tổng tiền cho các đơn hàng vé, bao gồm giá vé, phụ phí, combo bắp nước (nếu có).	2025-05-18	2025-05-21	55737e22-cac3-411e-96a1-b5b1a1488b61	INPROCESS	PRACTICE	order-calculation	Java	21130309.0	21130335.0	Cộng vé - Áp dụng voucher - Tính phí combo	HIGH	8.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Hiển thị lịch sử đặt vé cho người dùng	MAJOR	Phát triển trang để người dùng có thể xem lại các vé đã đặt, thông tin phim, suất chiếu, mã vé.	2025-05-20	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	order-history		21130335.0	21130304.0	Truy vấn vé - Hiển thị bảng - Chi tiết vé	MEDIUM	8.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Quản lý & xác nhận vé đã đặt (Admin/Rạp)	CRITICAL	Xây dựng giao diện cho admin/quản lý rạp để quản lý, xác nhận vé đã đặt, kiểm tra mã vé.	2025-05-22	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	ticket-management-admin	Java, JDBC	21130304.0	21130309.0	Bảng vé - Chức năng xác nhận - Lịch sử giao dịch	HIGH	8.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Tích hợp cổng thanh toán trực tuyến	CRITICAL	Nghiên cứu và tích hợp một hoặc nhiều cổng thanh toán (ví dụ: Momo, VNPay, ZaloPay) cho hệ thống đặt vé.	2025-05-25	2025-05-28	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	INPROCESS	PRACTICE	payment-gateway-integration	Java	21130309.0	21130335.0	Nghiên cứu API - Triển khai - Test thanh toán	HIGH	9.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Xây dựng chức năng gửi mã vé điện tử	MAJOR	Phát triển tính năng gửi mã vé điện tử (QR code/barcode) qua email hoặc hiển thị trực tiếp trên app/website.	2025-05-27	2025-05-31	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	TODO	PRACTICE	e-ticket-delivery	JSP, Java	21130335.0	21130304.0	Tạo mã QR - Gửi email - Hiển thị trên UI	MEDIUM	9.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Chuẩn bị tài liệu hướng dẫn sử dụng & quản trị	MAJOR	Viết tài liệu chi tiết hướng dẫn người dùng cuối và quản trị viên sử dụng hệ thống đặt vé phim.	2025-06-01	2025-06-04	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	INPROCESS	THEORY	user-manual-documentation	Document	21130304.0	21130309.0	Hướng dẫn user - Hướng dẫn admin - Chụp màn hình	MEDIUM	10.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Chuẩn bị demo website hoàn chỉnh	CRITICAL	Kiểm tra toàn bộ các tính năng, đảm bảo hệ thống hoạt động ổn định và sẵn sàng cho buổi báo cáo cuối kì.	2025-06-03	2025-06-07	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	TODO	PRACTICE	final-demo-preparation	Document, Presentation	21130309.0	21130335.0	Test chức năng - Fix bugs - Tối ưu hiệu suất	HIGH	10.0	cfcba21d-966a-43b8-a1a8-9751e05ed7c5	21130335				
Khảo sát các nền tảng đặt vé sự kiện	MAJOR	Nghiên cứu Ticketbox, Eventbrite để hiểu mô hình, các tính năng chính, và trải nghiệm người dùng.	2025-03-10	2025-03-15	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	competitor-analysis-ux-research	Research	20130224.0	20130225.0	So sánh tính năng - Đánh giá UX - Phân tích quy trình	LOW	1.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Xác định yêu cầu cho ban tổ chức	MAJOR	Thu thập yêu cầu từ góc độ ban tổ chức (quản lý sự kiện, loại vé, người tham dự, báo cáo).	2025-03-12	2025-03-18	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	requirement-gathering	Research	20130225.0	21130042.0	Phỏng vấn BTC - Tổng hợp yêu cầu - Thiết kế schema	MEDIUM	1.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Lập kế hoạch dự án và phân công nhiệm vụ	MAJOR	Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án, phân công nhiệm vụ cụ thể.	2025-03-15	2025-03-20	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	planning	Document	21130042.0	20130224.0	Xác định scope - Đặt mục tiêu - Phân công	MEDIUM	1.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Thiết kế ERD cho sự kiện & loại vé	CRITICAL	Xây dựng ERD cho bảng sự kiện, địa điểm, thời gian, loại vé (vé thường, VIP), giá vé, số lượng.	2025-03-24	2025-03-30	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	20130224.0	20130225.0	Xác định entities - Quan hệ bảng - Thiết kế khóa	HIGH	2.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Thiết kế ERD cho quản lý người tham dự & đăng ký	CRITICAL	Phát triển ERD để theo dõi người đăng ký, tình trạng thanh toán, thông tin tham dự, lịch sử đăng ký.	2025-03-26	2025-04-02	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	20130225.0	21130042.0	Xác định entities - Quan hệ bảng - Chuẩn hóa	HIGH	2.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Chuẩn hóa CSDL và tối ưu truy vấn ban đầu	MAJOR	Áp dụng các dạng chuẩn và tối ưu hóa truy vấn cho các bảng liên quan đến sự kiện và người tham dự.	2025-03-29	2025-04-05	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	THEORY	database-normalization-optimization	Database, ERD	21130042.0	20130224.0	Kiểm tra chuẩn 1NF - Kiểm tra chuẩn 2NF - Đánh giá hiệu suất	MEDIUM	2.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Thiết kế giao diện trang tìm kiếm sự kiện	MAJOR	Tạo template hiển thị danh sách sự kiện với bộ lọc theo thể loại, địa điểm, thời gian, giá.	2025-04-07	2025-04-12	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	20130224.0	20130225.0	Wireframe - Mockup - Responsive design	MEDIUM	3.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Thiết kế giao diện quản lý sự kiện cho BTC	MAJOR	Phác thảo giao diện admin cho ban tổ chức để thêm/sửa sự kiện, quản lý loại vé, xem danh sách đăng ký.	2025-04-09	2025-04-15	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	20130225.0	21130042.0	Layout - Form input - Table display	MEDIUM	3.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Thiết kế giao diện trang chi tiết sự kiện & đăng ký	MAJOR	Xây dựng template cho trang chi tiết sự kiện, hiển thị thông tin, lịch trình, nút đăng ký và chọn loại vé.	2025-04-12	2025-04-19	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130042.0	20130224.0	Event details - Registration form - Ticket options	MEDIUM	3.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Chuẩn bị tài liệu báo cáo giữa kì	MAJOR	Tổng hợp kết quả làm việc từ sprint 1-3, viết tài liệu báo cáo đầy đủ theo yêu cầu.	2025-04-20	2025-04-24	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	THEORY	documentation	Document	20130224.0	20130225.0	Tổng hợp - Viết báo cáo - Chỉnh sửa	MEDIUM	4.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Chuẩn bị demo luồng đặt vé & quản lý sự kiện	MAJOR	Demo quy trình đăng ký sự kiện và giao diện quản lý dành cho BTC cho báo cáo giữa kì.	2025-04-22	2025-04-26	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	PRACTICE	presentation	Presentation	20130225.0	21130042.0	Setup môi trường - Test demo - Chuẩn bị kịch bản	MEDIUM	4.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Hiện thực module đăng ký/đăng nhập & vai trò BTC	CRITICAL	Xây dựng chức năng đăng ký, đăng nhập cho người dùng và ban tổ chức, quản lý session và phân quyền.	2025-04-27	2025-05-01	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	authentication-authorization	Java, JSP	21130042.0	20130224.0	Form đăng ký - Logic đăng nhập - Quản lý session	HIGH	5.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Ứng dụng Session cho người dùng & vé đã chọn	MAJOR	Sử dụng session để lưu trữ trạng thái đăng nhập, thông tin người dùng và vé đã chọn trong quá trình đăng ký.	2025-04-28	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	session-management	Java, JSP	20130224.0	20130225.0	Khởi tạo session - Lưu dữ liệu - Hủy session	MEDIUM	5.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Xây dựng phân quyền chi tiết cho BTC	MAJOR	Thiết lập các vai trò (người tham dự, ban tổ chức, admin) và chặn truy cập vào các trang quản lý sự kiện.	2025-04-30	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	TODO	PRACTICE	authorization	Java, JSP	20130225.0	21130042.0	Tạo middleware - Kiểm tra quyền - Chuyển hướng	MEDIUM	5.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Hiện thực chức năng tìm kiếm & lọc sự kiện	MAJOR	Phát triển chức năng tìm kiếm sự kiện theo tên, thể loại, địa điểm, thời gian.	2025-05-04	2025-05-07	5b1751c1-f7f6-42f3-b556-2db391f9527a	INPROCESS	PRACTICE	search-filtering	Java, JS	20130224.0	20130225.0	Query DB - Xây dựng bộ lọc - Hiển thị kết quả	MEDIUM	6.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Xây dựng trang sự kiện nổi bật/sắp diễn ra	MAJOR	Hiện thực logic hiển thị các sự kiện nổi bật, được quan tâm nhiều hoặc các sự kiện sắp diễn ra.	2025-05-06	2025-05-09	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	event-display	HTML, JS	20130225.0	21130042.0	Logic truy vấn - Thiết kế UI - Tối ưu hiệu suất	MEDIUM	6.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Hiện thực giao diện Ban tổ chức quản lý sự kiện	CRITICAL	Xây dựng trang quản lý sự kiện cho ban tổ chức để thêm, sửa, xóa sự kiện, quản lý loại vé và thông tin chi tiết.	2025-05-08	2025-05-10	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	event-management-panel	Java, JSP, JDBC	21130042.0	20130224.0	Form thêm/sửa - Logic xử lý - Upload ảnh banner	HIGH	6.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Hiện thực chức năng đăng ký & chọn loại vé	MAJOR	Xây dựng logic cho phép người dùng đăng ký sự kiện và chọn loại vé (thường, VIP) với số lượng cụ thể.	2025-05-11	2025-05-14	8bace90b-9f85-46b3-9411-8e098ba21c6e	INPROCESS	PRACTICE	event-registration-ticket-selection	Java, JS	20130224.0	20130225.0	Form đăng ký - Logic chọn vé - Kiểm tra số lượng	MEDIUM	7.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Xử lý giỏ hàng tạm thời cho vé sự kiện	MAJOR	Quản lý các loại vé đã chọn và số lượng trong giỏ hàng tạm thời trước khi thanh toán.	2025-05-13	2025-05-17	8bace90b-9f85-46b3-9411-8e098ba21c6e	TODO	PRACTICE	cart-management	Java, JS	20130225.0	21130042.0	Lưu trữ session - Cập nhật số lượng - Tổng tiền	MEDIUM	7.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Hiện thực cách tính tiền cho đơn hàng vé sự kiện	CRITICAL	Xây dựng logic tính toán tổng tiền cho các đơn hàng vé, bao gồm giá vé, phí dịch vụ, mã giảm giá.	2025-05-18	2025-05-21	55737e22-cac3-411e-96a1-b5b1a1488b61	INPROCESS	PRACTICE	order-calculation	Java	21130042.0	20130224.0	Cộng vé - Áp dụng voucher - Tính phí dịch vụ	HIGH	8.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Hiển thị lịch sử đăng ký & vé đã mua cho người dùng	MAJOR	Phát triển trang để người dùng có thể xem lại các sự kiện đã đăng ký, thông tin vé và trạng thái thanh toán.	2025-05-20	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	registration-history-ticket-display	JSP, Java	20130224.0	20130225.0	Truy vấn đăng ký - Hiển thị bảng - Chi tiết vé	MEDIUM	8.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Quản lý & xác nhận người tham dự (Ban tổ chức)	CRITICAL	Xây dựng giao diện cho ban tổ chức để quản lý danh sách người đăng ký, xác nhận tham dự, xuất danh sách.	2025-05-22	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	attendee-management-panel	Java, JSP, JDBC	20130225.0	21130042.0	Bảng người tham dự - Chức năng xác nhận - Export data	HIGH	8.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Tích hợp cổng thanh toán trực tuyến	CRITICAL	Nghiên cứu và tích hợp một hoặc nhiều cổng thanh toán (ví dụ: Momo, VNPay) cho hệ thống đặt vé sự kiện.	2025-05-25	2025-05-28	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	INPROCESS	PRACTICE	payment-gateway-integration	Java	21130042.0	20130224.0	Nghiên cứu API - Triển khai - Test thanh toán	HIGH	9.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Xây dựng chức năng gửi vé điện tử/thông tin xác nhận	MAJOR	Phát triển tính năng gửi vé điện tử (QR code/barcode) hoặc email xác nhận đăng ký cho người tham dự.	2025-05-27	2025-05-31	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	TODO	PRACTICE	e-ticket-confirmation	JSP, Java	20130224.0	20130225.0	Tạo mã QR - Gửi email - Hiển thị trên UI	MEDIUM	9.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Chuẩn bị tài liệu hướng dẫn sử dụng & quản trị	MAJOR	Viết tài liệu chi tiết hướng dẫn người dùng cuối và quản trị viên (ban tổ chức, admin) sử dụng nền tảng.	2025-06-01	2025-06-04	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	INPROCESS	THEORY	user-manual-documentation	Document	20130225.0	21130042.0	Hướng dẫn user - Hướng dẫn admin/BTC - Chụp màn hình	MEDIUM	10.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Chuẩn bị demo website hoàn chỉnh	CRITICAL	Kiểm tra toàn bộ các tính năng, đảm bảo nền tảng hoạt động ổn định và sẵn sàng cho buổi báo cáo cuối kì.	2025-06-03	2025-06-07	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	TODO	PRACTICE	final-demo-preparation	Document, Presentation	21130042.0	20130224.0	Test chức năng - Fix bugs - Tối ưu hiệu suất	HIGH	10.0	253ac332-b8e2-43a7-bbc7-d673ddabc733	20130224				
Khảo sát các môn thể thao & dụng cụ	MAJOR	Thu thập thông tin về các môn thể thao phổ biến, các loại dụng cụ, trang phục cần thiết, phân loại theo môn.	2025-03-10	2025-03-15	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	product-knowledge-market-research	Research	21130359.0	21130386.0	Phân loại thể thao - Thu thập thông tin - Phân tích đối thủ	LOW	1.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Nghiên cứu tính năng lọc theo môn & thương hiệu	MAJOR	Phân tích cách các website thể thao khác xử lý bộ lọc sản phẩm phức tạp theo môn thể thao, thương hiệu, kích cỡ.	2025-03-12	2025-03-18	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	feature-analysis	Research	21130386.0	21130367.0	So sánh bộ lọc - Đánh giá UX - Phân tích tính năng	MEDIUM	1.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Lập kế hoạch dự án và phân công nhiệm vụ	MAJOR	Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án, phân công nhiệm vụ cụ thể.	2025-03-15	2025-03-20	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	planning	Document	21130367.0	21130359.0	Xác định scope - Đặt mục tiêu - Phân công	MEDIUM	1.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Thiết kế ERD cho sản phẩm thể thao & thuộc tính	CRITICAL	Xây dựng ERD cho bảng sản phẩm, thương hiệu, loại hình thể thao, kích cỡ, màu sắc, chất liệu.	2025-03-24	2025-03-30	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	21130359.0	21130386.0	Xác định entities - Quan hệ bảng - Thiết kế khóa	HIGH	2.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Thiết kế ERD cho tính năng đề xuất sản phẩm	CRITICAL	Phát triển ERD cho hệ thống đề xuất sản phẩm dựa trên lịch sử mua hàng, xem hàng, sở thích môn thể thao.	2025-03-26	2025-04-02	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	21130386.0	21130367.0	Xác định entities - Quan hệ bảng - Chuẩn hóa	HIGH	2.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Chuẩn hóa CSDL và tối ưu truy vấn ban đầu	MAJOR	Áp dụng các dạng chuẩn và tối ưu hóa truy vấn cho các bảng liên quan đến sản phẩm thể thao.	2025-03-29	2025-04-05	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	THEORY	database-normalization-optimization	Database, ERD	21130367.0	21130359.0	Kiểm tra chuẩn 1NF - Kiểm tra chuẩn 2NF - Đánh giá hiệu suất	MEDIUM	2.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Thiết kế giao diện trang danh mục thể thao	MAJOR	Tạo template hiển thị sản phẩm theo môn thể thao, có bộ lọc chi tiết và phân trang.	2025-04-07	2025-04-12	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130359.0	21130386.0	Wireframe - Mockup - Responsive design	MEDIUM	3.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Thiết kế giao diện bộ lọc nâng cao	MAJOR	Phác thảo giao diện cho bộ lọc sản phẩm theo thương hiệu, kích cỡ, màu sắc, chất liệu và giá.	2025-04-09	2025-04-15	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130386.0	21130367.0	Layout - Filter options - Sorting	MEDIUM	3.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Thiết kế giao diện trang chi tiết sản phẩm	MAJOR	Xây dựng template hiển thị thông tin chi tiết sản phẩm, hình ảnh, mô tả, thông số kỹ thuật.	2025-04-12	2025-04-19	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	21130367.0	21130359.0	Product details - Image gallery - Related products	MEDIUM	3.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Chuẩn bị tài liệu báo cáo giữa kì	MAJOR	Tổng hợp kết quả làm việc từ sprint 1-3, viết tài liệu báo cáo đầy đủ theo yêu cầu.	2025-04-20	2025-04-24	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	THEORY	documentation	Document	21130359.0	21130386.0	Tổng hợp - Viết báo cáo - Chỉnh sửa	MEDIUM	4.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Chuẩn bị demo giao diện sản phẩm & bộ lọc	MAJOR	Demo các trang sản phẩm thể thao và chức năng bộ lọc nâng cao cho báo cáo giữa kì.	2025-04-22	2025-04-26	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	PRACTICE	presentation	Presentation	21130386.0	21130367.0	Setup môi trường - Test demo - Chuẩn bị kịch bản	MEDIUM	4.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Hiện thực module đăng ký/đăng nhập	CRITICAL	Xây dựng chức năng đăng ký, đăng nhập người dùng, bao gồm mã hóa mật khẩu và kiểm tra thông tin.	2025-04-27	2025-05-01	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	authentication-security	Java, JSP, JDBC	21130367.0	21130359.0	Form đăng ký - Logic đăng nhập - Mã hóa bcrypt	HIGH	5.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Ứng dụng Session cho người dùng	MAJOR	Sử dụng session để lưu trữ trạng thái đăng nhập, thông tin người dùng và giỏ hàng.	2025-04-28	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	session-management	Java, JSP	21130359.0	21130386.0	Khởi tạo session - Lưu dữ liệu - Hủy session	MEDIUM	5.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Xây dựng phân quyền cơ bản	MAJOR	Thiết lập các vai trò (admin, người dùng) và chặn truy cập vào các trang không có quyền.	2025-04-30	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	TODO	PRACTICE	authorization	Java, JSP	21130386.0	21130367.0	Tạo middleware - Kiểm tra quyền - Chuyển hướng	MEDIUM	5.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Hiện thực chức năng tìm kiếm & lọc sản phẩm chi tiết	MAJOR	Phát triển chức năng tìm kiếm sản phẩm theo tên, danh mục và lọc theo môn thể thao, thương hiệu, kích cỡ, màu sắc.	2025-05-04	2025-05-07	5b1751c1-f7f6-42f3-b556-2db391f9527a	INPROCESS	PRACTICE	search-filtering	Java, JS	21130359.0	21130386.0	Query DB - Xây dựng bộ lọc - Hiển thị kết quả	MEDIUM	6.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Xây dựng trang sản phẩm bán chạy/mới về	MAJOR	Hiện thực logic hiển thị các sản phẩm thể thao bán chạy hoặc sản phẩm mới về.	2025-05-06	2025-05-09	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	product-display	HTML, JS, JSP	21130386.0	21130367.0	Logic truy vấn - Thiết kế UI - Tối ưu hiệu suất	MEDIUM	6.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Hiện thực giao diện Admin quản lý sản phẩm & thuộc tính	CRITICAL	Xây dựng trang admin để thêm, sửa, xóa sản phẩm, quản lý thuộc tính (kích cỡ, màu sắc) và hình ảnh.	2025-05-08	2025-05-10	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	admin-panel-crud	Java, JSP, JDBC	21130367.0	21130359.0	Form thêm/sửa - Logic xử lý - Upload ảnh	HIGH	6.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Lưu giỏ hàng trong session và database	MAJOR	Hiện thực tính năng thêm sản phẩm vào giỏ hàng và lưu trữ thông tin trong session, đồng bộ với DB khi đăng nhập.	2025-05-11	2025-05-14	8bace90b-9f85-46b3-9411-8e098ba21c6e	INPROCESS	PRACTICE	shopping-cart	Java, JS	21130359.0	21130386.0	Thêm vào giỏ - Cập nhật số lượng - Xóa khỏi giỏ	MEDIUM	7.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Phân biệt sản phẩm theo kích cỡ/màu sắc trong giỏ hàng	MAJOR	Xử lý logic khi thêm sản phẩm có kích cỡ/màu sắc khác nhau vào giỏ hàng.	2025-05-13	2025-05-17	8bace90b-9f85-46b3-9411-8e098ba21c6e	TODO	PRACTICE	shopping-cart-logic	Java, JS	21130386.0	21130367.0	Logic so sánh - Hiển thị chi tiết tùy chọn - Tổng tiền	MEDIUM	7.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Hiện thực cách tính tiền cho đơn hàng đồ thể thao	CRITICAL	Xây dựng logic tính toán tổng tiền cho các đơn hàng, bao gồm giá sản phẩm, mã giảm giá, phí vận chuyển.	2025-05-18	2025-05-21	55737e22-cac3-411e-96a1-b5b1a1488b61	INPROCESS	PRACTICE	order-calculation	Java	21130367.0	21130359.0	Cộng sản phẩm - Áp dụng giảm giá - Tính phí ship	HIGH	8.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
Hiển thị lịch sử đơn hàng & thông tin theo dõi	MAJOR	Phát triển trang để người dùng có thể xem lại các đơn hàng đã đặt, theo dõi trạng thái và chi tiết sản phẩm.	2025-05-20	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	order-history-tracking	JSP, Java	21130359.0	21130386.0	Truy vấn đơn hàng - Hiển thị bảng - Chi tiết đơn	MEDIUM	8.0	a5bc1288-fe8b-41c1-8993-152dbe7cb3fa	21130359				
